"OBJECTID","SAV_ID","SAV_PAV","APSK_ID","APSKRITIS","PLOTAS","TYRIMAI","TEIGIAMI","VYRAI","MOTERYS","GYDOMA","PASVEIKO","MIRE","ATNUJINTA","SHAPE_AREA","SHAPE_LEN","ATVEJAI","ATVEJAI_10000_GYV","GYV_SK","GYDOMA_10000_GYV","ATVEJAI_14","ATVEJAI_14_100000","ATVEJAI_14_100000LT","MIRTYS_KITA"
61,NA,"Kita",NA,NA,NA,NA,1,0,0,0,0,0,2020-08-16 06:54:44,0,0,1,0,0,0,0,0,11,0
83581,NA,"Utenos r.",NA,NA,NA,NA,8,4,4,0,8,0,2020-08-16 06:50:07,0,0,8,21.5,37179,0,0,0,11,0
83582,NA,"Kaišiadorių r.",NA,NA,NA,NA,4,2,2,1,3,0,2020-08-16 06:50:08,0,0,4,13.5,29526,3.4,1,3.4,11,0
83583,NA,"Vilkaviškio r.",NA,NA,NA,NA,8,4,4,0,7,1,2020-08-16 06:50:09,0,0,8,23.1,34660,0,0,0,11,0
83584,NA,"Prienų r.",NA,NA,NA,NA,22,7,15,17,5,0,2020-08-16 06:50:09,0,0,22,85.3,25802,65.9,13,50.4,11,0
83585,NA,"Jonavos r.",NA,NA,NA,NA,19,6,13,6,13,0,2020-08-16 06:50:10,0,0,19,46.2,41163,14.6,4,9.7,11,0
83586,NA,"Rietavo",NA,NA,NA,NA,6,4,2,0,6,0,2020-08-16 06:50:11,0,0,6,82.7,7258,0,0,0,11,0
83587,NA,"Marijampolės",NA,NA,NA,NA,82,36,46,3,75,4,2020-08-16 06:50:11,0,0,82,152.5,53772,5.6,0,0,11,0
83588,NA,"Kauno m.",NA,NA,NA,NA,270,155,114,161,104,3,2020-08-16 06:50:13,0,0,270,93.3,289380,55.6,101,34.9,11,1
83589,NA,"Alytaus m.",NA,NA,NA,NA,28,17,11,0,27,1,2020-08-16 06:50:13,0,0,28,56.1,49888,0,0,0,11,0
83590,NA,"Druskininkų",NA,NA,NA,NA,1,0,1,0,1,0,2020-08-16 06:50:14,0,0,1,5.2,19109,0,0,0,11,0
83591,NA,"Joniškio r.",NA,NA,NA,NA,15,8,7,0,14,1,2020-08-16 06:50:15,0,0,15,72.4,20726,0,0,0,11,0
83592,NA,"Kazlų Rūdos",NA,NA,NA,NA,3,0,3,0,3,0,2020-08-16 06:50:15,0,0,3,26.5,11337,0,0,0,11,0
83593,NA,"Biržų r.",NA,NA,NA,NA,10,5,5,0,10,0,2020-08-16 06:50:16,0,0,10,44,22718,0,0,0,11,0
83594,NA,"Šiaulių r.",NA,NA,NA,NA,12,7,5,1,10,1,2020-08-16 06:50:17,0,0,12,29,41442,2.4,0,0,11,0
