"OBJECTID","SAV_ID","SAV_PAV","APSK_ID","APSKRITIS","TYRIMAI","TEIGIAMI","VYRAI","MOTERYS","GYDOMA","PASVEIKO","MIRE","ATNUJINTA","ATVEJAI_14","MIRTYS_KITA"
1,"82","Utenos r.","9","Utenos apskr.",NA,6,3,3,1,5,0,2020-06-20 06:52:07,1,0
2,"49","Kaišiadorių r.","2","Kauno apskr.",NA,3,1,2,0,3,0,2020-06-20 06:52:08,0,0
3,"39","Vilkaviškio r.","4","Marijampolės apskr.",NA,7,4,3,0,6,1,2020-06-20 06:52:09,0,0
4,"69","Prienų r.","2","Kauno apskr.",NA,5,3,2,0,5,0,2020-06-20 06:52:09,0,0
5,"46","Jonavos r.","2","Kauno apskr.",NA,13,3,10,4,9,0,2020-06-20 06:52:10,4,0
6,"74","Rietavo","8","Telšių apskr.",NA,6,4,2,0,6,0,2020-06-20 06:52:11,0,0
7,"18","Marijampolės","4","Marijampolės apskr.",NA,76,32,44,1,71,4,2020-06-20 06:52:11,1,0
8,"19","Kauno m.","2","Kauno apskr.",NA,104,51,53,8,92,3,2020-06-20 06:52:12,2,1
9,"11","Alytaus m.","1","Alytaus apskr.",NA,28,17,11,0,27,1,2020-06-20 06:52:13,0,0
10,"15","Druskininkų","1","Alytaus apskr.",NA,1,0,1,0,1,0,2020-06-20 06:52:13,0,0
11,"47","Joniškio r.","6","Šiaulių apskr.",NA,15,8,7,0,14,1,2020-06-20 06:52:14,0,0
12,"58","Kazlų Rūdos","4","Marijampolės apskr.",NA,3,0,3,1,2,0,2020-06-20 06:52:14,0,0
13,"36","Biržų r.","5","Panevėžio apskr.",NA,10,5,5,0,10,0,2020-06-20 06:52:15,0,0
14,"91","Šiaulių r.","6","Šiaulių apskr.",NA,11,6,5,0,10,1,2020-06-20 06:52:16,0,0
15,"55","Klaipėdos r.","3","Klaipėdos apskr.",NA,59,27,32,3,52,4,2020-06-20 06:52:16,0,0
16,"34","Anykščių r.","9","Utenos apskr.",NA,6,2,4,0,6,0,2020-06-20 06:52:17,0,0
17,"32","Akmenės r.","6","Šiaulių apskr.",NA,5,3,2,0,5,0,2020-06-20 06:52:18,0,0
18,"62","Molėtų r.","9","Utenos apskr.",NA,3,1,2,1,2,0,2020-06-20 06:52:19,0,0
19,"71","Radviliškio r.","6","Šiaulių apskr.",NA,7,5,2,4,3,0,2020-06-20 06:52:19,3,0
22,"73","Rokiškio r.","5","Panevėžio apskr.",NA,3,0,3,0,3,0,2020-06-20 06:52:20,0,0
23,"84","Šakių r.","4","Marijampolės apskr.",NA,4,2,2,0,3,1,2020-06-20 06:52:21,0,0
24,"66","Panevėžio r.","5","Panevėžio apskr.",NA,8,5,3,0,7,1,2020-06-20 06:52:21,0,0
25,"79","Trakų r.","10","Vilniaus apskr.",NA,6,6,0,1,5,0,2020-06-20 06:52:22,1,0
27,"57","Kupiškio r.","5","Panevėžio apskr.",NA,1,1,0,0,1,0,2020-06-20 06:52:22,0,0
28,"75","Skuodo r.","3","Klaipėdos apskr.",NA,3,1,2,0,3,0,2020-06-20 06:52:23,0,0
31,"25","Palangos m.","3","Klaipėdos apskr.",NA,12,6,6,2,9,1,2020-06-20 06:52:24,0,0
32,"63","Pagėgių","7","Tauragės apskr.",NA,1,0,1,0,1,0,2020-06-20 06:52:24,0,0
33,"85","Šalčininkų r.","10","Vilniaus apskr.",NA,14,5,9,3,11,0,2020-06-20 06:52:25,2,0
34,"41","Vilniaus r.","10","Vilniaus apskr.",NA,284,100,184,51,228,3,2020-06-20 06:52:26,20,2
35,"86","Švenčionių r.","10","Vilniaus apskr.",NA,11,7,4,1,10,0,2020-06-20 06:52:27,1,0
36,"43","Zarasų r.","9","Utenos apskr.",NA,1,1,0,0,1,0,2020-06-20 06:52:27,0,0
37,"53","Kėdainių r.","2","Kauno apskr.",NA,1,0,1,0,1,0,2020-06-20 06:52:28,0,0
38,"81","Ukmergės r.","10","Vilniaus apskr.",NA,88,28,60,1,78,9,2020-06-20 06:52:29,1,0
39,"54","Kelmės r.","6","Šiaulių apskr.",NA,2,1,1,0,2,0,2020-06-20 06:52:29,0,0
40,"89","Širvintų r.","10","Vilniaus apskr.",NA,18,11,7,11,6,0,2020-06-20 06:52:30,8,1
41,"48","Kalvarijos","4","Marijampolės apskr.",NA,5,2,3,0,4,0,2020-06-20 06:52:31,0,1
42,"52","Kauno r.","2","Kauno apskr.",NA,21,14,7,0,21,0,2020-06-20 06:52:31,0,0
44,"88","Šilutės r.","3","Klaipėdos apskr.",NA,7,4,3,0,7,0,2020-06-20 06:52:32,0,0
45,"77","Tauragės r.","7","Tauragės apskr.",NA,9,5,4,0,9,0,2020-06-20 06:52:33,0,0
46,"59","Lazdijų r.","1","Alytaus apskr.",NA,5,2,3,1,4,0,2020-06-20 06:52:33,0,0
47,"94","Jurbarko r.","7","Tauragės apskr.",NA,2,1,1,0,2,0,2020-06-20 06:52:34,0,0
48,"42","Elektrėnų","10","Vilniaus apskr.",NA,7,2,5,3,4,0,2020-06-20 06:52:35,0,0
49,"23","Neringos","3","Klaipėdos apskr.",NA,1,1,0,0,1,0,2020-06-20 06:52:36,0,0
50,"61","Mažeikių r.","8","Telšių apskr.",NA,7,4,3,1,5,1,2020-06-20 06:52:36,0,0
51,"45","Ignalinos r.","9","Utenos apskr.",NA,5,1,4,0,5,0,2020-06-20 06:52:37,0,0
52,"78","Telšių r.","8","Telšių apskr.",NA,11,6,5,1,8,2,2020-06-20 06:52:38,1,0
53,"68","Plungės r.","8","Telšių apskr.",NA,8,5,3,1,7,0,2020-06-20 06:52:38,0,0
54,"56","Kretingos r.","3","Klaipėdos apskr.",NA,60,22,38,1,56,3,2020-06-20 06:52:39,1,0
55,"38","Varėnos r.","1","Alytaus apskr.",NA,1,1,0,0,0,1,2020-06-20 06:52:40,0,0
56,"33","Alytaus r.","1","Alytaus apskr.",NA,7,4,3,0,7,0,2020-06-20 06:52:40,0,0
57,"72","Raseinių r.","2","Kauno apskr.",NA,6,1,5,0,5,1,2020-06-20 06:52:41,0,0
59,"13","Vilniaus m.","10","Vilniaus apskr.",NA,487,212,275,121,341,20,2020-06-20 06:52:42,42,5
60,"87","Šilalės r.","7","Tauragės apskr.",NA,3,2,1,0,3,0,2020-06-20 06:52:43,0,0
26,"21","Klaipėdos m.","3","Klaipėdos apskr.",NA,277,93,184,14,247,16,2020-06-20 06:52:44,1,0
20,"30","Visagino","9","Utenos apskr.",NA,3,1,2,0,3,0,2020-06-20 06:52:44,0,0
58,"67","Pasvalio r.","5","Panevėžio apskr.",NA,4,3,1,1,3,0,2020-06-20 06:52:45,0,0
21,"27","Panevėžio m.","5","Panevėžio apskr.",NA,22,13,9,1,20,1,2020-06-20 06:52:46,1,0
29,"29","Šiaulių m.","6","Šiaulių apskr.",NA,14,9,5,1,12,1,2020-06-20 06:52:46,0,0
30,"12","Birštono","2","Kauno apskr.",NA,0,0,0,0,0,0,2020-06-20 06:52:47,0,0
43,"65","Pakruojo r.","6","Šiaulių apskr.",NA,0,0,0,0,0,0,2020-06-20 06:52:47,0,0
