"OBJECTID","SAV_ID","SAV_PAV","APSK_ID","APSKRITIS","TYRIMAI","TEIGIAMI","VYRAI","MOTERYS","GYDOMA","PASVEIKO","MIRE","ATNUJINTA","ATVEJAI_14","MIRTYS_KITA"
1,"82","Utenos r.","9","Utenos apskr.",NA,9,4,5,1,8,0,2020-09-04 06:50:12,1,0
2,"49","Kaišiadorių r.","2","Kauno apskr.",NA,9,4,5,5,4,0,2020-09-04 06:50:13,1,0
3,"39","Vilkaviškio r.","4","Marijampolės apskr.",NA,8,4,4,0,7,1,2020-09-04 06:50:15,0,0
4,"69","Prienų r.","2","Kauno apskr.",NA,26,9,17,9,16,1,2020-09-04 06:50:16,3,0
5,"46","Jonavos r.","2","Kauno apskr.",NA,20,7,13,3,17,0,2020-09-04 06:50:17,0,0
6,"74","Rietavo","8","Telšių apskr.",NA,6,4,2,0,6,0,2020-09-04 06:50:19,0,0
7,"18","Marijampolės","4","Marijampolės apskr.",NA,85,38,47,4,77,4,2020-09-04 06:50:20,2,0
8,"19","Kauno m.","2","Kauno apskr.",NA,349,193,156,203,138,7,2020-09-04 06:50:22,51,1
9,"11","Alytaus m.","1","Alytaus apskr.",NA,30,19,11,2,27,1,2020-09-04 06:50:24,2,0
10,"15","Druskininkų","1","Alytaus apskr.",NA,1,0,1,0,1,0,2020-09-04 06:50:25,0,0
11,"47","Joniškio r.","6","Šiaulių apskr.",NA,15,8,7,0,14,1,2020-09-04 06:50:27,0,0
12,"58","Kazlų Rūdos","4","Marijampolės apskr.",NA,3,0,3,0,3,0,2020-09-04 06:50:28,0,0
13,"36","Biržų r.","5","Panevėžio apskr.",NA,12,5,7,2,10,0,2020-09-04 06:50:29,2,0
14,"91","Šiaulių r.","6","Šiaulių apskr.",NA,12,7,5,0,11,1,2020-09-04 06:50:31,0,0
15,"55","Klaipėdos r.","3","Klaipėdos apskr.",NA,76,37,39,7,65,4,2020-09-04 06:50:32,6,0
16,"34","Anykščių r.","9","Utenos apskr.",NA,10,4,6,2,8,0,2020-09-04 06:50:34,2,0
17,"32","Akmenės r.","6","Šiaulių apskr.",NA,7,3,4,2,5,0,2020-09-04 06:50:35,0,0
18,"62","Molėtų r.","9","Utenos apskr.",NA,41,9,32,32,9,0,2020-09-04 06:50:36,26,0
19,"71","Radviliškio r.","6","Šiaulių apskr.",NA,9,7,2,1,8,0,2020-09-04 06:50:38,1,0
22,"73","Rokiškio r.","5","Panevėžio apskr.",NA,9,3,6,4,5,0,2020-09-04 06:50:39,4,0
23,"84","Šakių r.","4","Marijampolės apskr.",NA,13,7,6,5,7,1,2020-09-04 06:50:40,3,0
24,"66","Panevėžio r.","5","Panevėžio apskr.",NA,15,8,7,1,13,1,2020-09-04 06:50:42,0,0
25,"79","Trakų r.","10","Vilniaus apskr.",NA,30,14,16,18,12,0,2020-09-04 06:50:43,7,0
27,"57","Kupiškio r.","5","Panevėžio apskr.",NA,9,5,4,3,6,0,2020-09-04 06:50:44,3,0
28,"75","Skuodo r.","3","Klaipėdos apskr.",NA,6,1,5,3,3,0,2020-09-04 06:50:45,3,0
31,"25","Palangos m.","3","Klaipėdos apskr.",NA,12,6,6,0,11,1,2020-09-04 06:50:46,0,0
32,"63","Pagėgių","7","Tauragės apskr.",NA,1,0,1,0,1,0,2020-09-04 06:50:48,0,0
33,"85","Šalčininkų r.","10","Vilniaus apskr.",NA,30,10,20,6,24,0,2020-09-04 06:50:50,2,0
34,"41","Vilniaus r.","10","Vilniaus apskr.",NA,331,127,204,42,282,3,2020-09-04 06:50:51,10,4
35,"86","Švenčionių r.","10","Vilniaus apskr.",NA,38,14,24,27,11,0,2020-09-04 06:50:53,27,0
36,"43","Zarasų r.","9","Utenos apskr.",NA,5,5,0,3,2,0,2020-09-04 06:50:54,2,0
37,"53","Kėdainių r.","2","Kauno apskr.",NA,17,9,8,6,11,0,2020-09-04 06:50:55,4,0
38,"81","Ukmergės r.","10","Vilniaus apskr.",NA,93,30,63,4,79,9,2020-09-04 06:50:56,1,1
39,"54","Kelmės r.","6","Šiaulių apskr.",NA,3,2,1,0,3,0,2020-09-04 06:50:57,0,0
40,"89","Širvintų r.","10","Vilniaus apskr.",NA,20,11,9,0,19,0,2020-09-04 06:50:58,0,1
41,"48","Kalvarijos","4","Marijampolės apskr.",NA,5,2,3,0,4,0,2020-09-04 06:51:00,0,1
42,"52","Kauno r.","2","Kauno apskr.",NA,96,49,47,64,32,0,2020-09-04 06:51:01,17,0
44,"88","Šilutės r.","3","Klaipėdos apskr.",NA,12,8,4,4,8,0,2020-09-04 06:51:02,2,0
45,"77","Tauragės r.","7","Tauragės apskr.",NA,38,29,9,25,13,0,2020-09-04 06:51:03,20,0
46,"59","Lazdijų r.","1","Alytaus apskr.",NA,7,3,4,1,6,0,2020-09-04 06:51:04,1,0
47,"94","Jurbarko r.","7","Tauragės apskr.",NA,9,7,2,7,2,0,2020-09-04 06:51:05,6,0
48,"42","Elektrėnų","10","Vilniaus apskr.",NA,16,6,10,11,5,0,2020-09-04 06:51:06,6,0
49,"23","Neringos","3","Klaipėdos apskr.",NA,2,1,1,1,1,0,2020-09-04 06:51:07,1,0
50,"61","Mažeikių r.","8","Telšių apskr.",NA,13,7,6,5,7,1,2020-09-04 06:51:08,3,0
51,"45","Ignalinos r.","9","Utenos apskr.",NA,24,11,13,13,11,0,2020-09-04 06:51:09,0,0
52,"78","Telšių r.","8","Telšių apskr.",NA,11,6,5,0,9,2,2020-09-04 06:51:11,0,0
53,"68","Plungės r.","8","Telšių apskr.",NA,8,5,3,0,8,0,2020-09-04 06:51:12,0,0
54,"56","Kretingos r.","3","Klaipėdos apskr.",NA,64,24,40,2,58,4,2020-09-04 06:51:13,0,0
55,"38","Varėnos r.","1","Alytaus apskr.",NA,1,1,0,0,0,1,2020-09-04 06:51:14,0,0
56,"33","Alytaus r.","1","Alytaus apskr.",NA,7,4,3,0,7,0,2020-09-04 06:51:15,0,0
57,"72","Raseinių r.","2","Kauno apskr.",NA,8,1,7,2,5,1,2020-09-04 06:51:16,1,0
59,"13","Vilniaus m.","10","Vilniaus apskr.",NA,845,401,444,352,466,22,2020-09-04 06:51:18,173,5
60,"87","Šilalės r.","7","Tauragės apskr.",NA,9,8,1,6,3,0,2020-09-04 06:51:19,6,0
26,"21","Klaipėdos m.","3","Klaipėdos apskr.",NA,329,124,205,48,263,18,2020-09-04 06:51:21,12,0
20,"30","Visagino","9","Utenos apskr.",NA,12,6,6,7,5,0,2020-09-04 06:51:22,2,0
58,"67","Pasvalio r.","5","Panevėžio apskr.",NA,12,4,8,9,3,0,2020-09-04 06:51:23,8,0
21,"27","Panevėžio m.","5","Panevėžio apskr.",NA,83,43,40,19,63,1,2020-09-04 06:51:24,12,0
29,"29","Šiaulių m.","6","Šiaulių apskr.",NA,30,17,13,11,18,1,2020-09-04 06:51:27,5,0
30,"12","Birštono","2","Kauno apskr.",NA,0,0,0,0,0,0,2020-09-04 06:51:27,0,0
43,"65","Pakruojo r.","6","Šiaulių apskr.",NA,1,0,1,1,0,0,2020-09-04 06:51:29,0,0
