"OBJECTID","SAV_ID","SAV_PAV","APSK_ID","APSKRITIS","TYRIMAI","TEIGIAMI","VYRAI","MOTERYS","GYDOMA","PASVEIKO","MIRE","ATNUJINTA","ATVEJAI_14","MIRTYS_KITA"
1,"82","Utenos r.","9","Utenos apskr.",NA,20,6,14,10,10,0,2020-10-12 06:35:13,8,0
2,"49","Kaišiadorių r.","2","Kauno apskr.",NA,15,7,8,11,4,0,2020-10-12 06:35:14,4,0
3,"39","Vilkaviškio r.","4","Marijampolės apskr.",NA,11,6,5,2,8,1,2020-10-12 06:35:15,1,0
4,"69","Prienų r.","2","Kauno apskr.",NA,32,12,20,3,28,1,2020-10-12 06:35:16,3,0
5,"46","Jonavos r.","2","Kauno apskr.",NA,26,9,17,6,20,0,2020-10-12 06:35:17,6,0
6,"74","Rietavo","8","Telšių apskr.",NA,14,6,8,8,6,0,2020-10-12 06:35:19,8,0
7,"18","Marijampolės","4","Marijampolės apskr.",NA,101,45,56,12,85,4,2020-10-12 06:35:20,6,0
8,"19","Kauno m.","2","Kauno apskr.",NA,688,335,353,403,275,8,2020-10-12 06:35:22,216,2
9,"11","Alytaus m.","1","Alytaus apskr.",NA,39,22,17,3,35,1,2020-10-12 06:35:23,3,0
10,"15","Druskininkų","1","Alytaus apskr.",NA,22,13,9,21,1,0,2020-10-12 06:35:25,21,0
11,"47","Joniškio r.","6","Šiaulių apskr.",NA,36,20,16,20,14,2,2020-10-12 06:35:26,20,0
12,"58","Kazlų Rūdos","4","Marijampolės apskr.",NA,4,0,4,1,3,0,2020-10-12 06:35:27,1,0
13,"36","Biržų r.","5","Panevėžio apskr.",NA,19,9,10,2,17,0,2020-10-12 06:35:28,0,0
14,"91","Šiaulių r.","6","Šiaulių apskr.",NA,144,65,79,119,23,2,2020-10-12 06:35:30,81,0
15,"55","Klaipėdos r.","3","Klaipėdos apskr.",NA,103,52,51,25,74,4,2020-10-12 06:35:31,16,0
16,"34","Anykščių r.","9","Utenos apskr.",NA,11,5,6,1,10,0,2020-10-12 06:35:32,1,0
17,"32","Akmenės r.","6","Šiaulių apskr.",NA,19,10,9,8,10,1,2020-10-12 06:35:33,3,0
18,"62","Molėtų r.","9","Utenos apskr.",NA,46,12,34,14,32,0,2020-10-12 06:35:34,2,0
19,"71","Radviliškio r.","6","Šiaulių apskr.",NA,231,82,149,180,46,1,2020-10-12 06:35:36,103,4
22,"73","Rokiškio r.","5","Panevėžio apskr.",NA,24,9,15,9,15,0,2020-10-12 06:35:37,2,0
23,"84","Šakių r.","4","Marijampolės apskr.",NA,27,16,11,14,12,1,2020-10-12 06:35:38,11,0
24,"66","Panevėžio r.","5","Panevėžio apskr.",NA,32,18,14,17,14,1,2020-10-12 06:35:39,11,0
25,"79","Trakų r.","10","Vilniaus apskr.",NA,45,22,23,23,22,0,2020-10-12 06:35:41,5,0
27,"57","Kupiškio r.","5","Panevėžio apskr.",NA,19,10,9,7,12,0,2020-10-12 06:35:42,1,0
28,"75","Skuodo r.","3","Klaipėdos apskr.",NA,19,4,15,12,7,0,2020-10-12 06:35:43,9,0
31,"25","Palangos m.","3","Klaipėdos apskr.",NA,19,8,11,6,12,1,2020-10-12 06:35:44,5,0
